alim_code;alim_nom_fr;Energie (kcal/100 g);Protéines (g/100 g);Glucides (g/100 g);Lipides (g/100 g)
39218;Semoule au lait, rayon frais;121;3,46;19,4;3,23
39228;Mousse aux fruits, rayon frais;53,1;6,25;5,51;< 0,3
39229;Crème dessert à la vanille, rayon frais;105;3,06;14,4;3,6
39230;Crème dessert, rayon frais (aliment moyen);133;3,42;17,9;5,1
39235;Mousse liégeoise (chocolat, café, caramel ou vanille), rayon frais;186;3,62;20;10,1
39246;Crème dessert au café, rayon frais;116;2,93;17,8;3,69
39247;Crème dessert au caramel, rayon frais;117;2,92;18,6;3,47
39505;Crème dessert, appertisée (aliment moyen);135;3,49;21,4;3,52
39506;Crème dessert au chocolat, appertisée;138;3,25;21,8;3,42
39511;Crème dessert, rayon frais ou appertisée (aliment moyen);133;3,42;18;5,07
19689;Cheesecake ou Gâteau au fromage frais, préemballé;330;4,57;31,7;20,3
19698;Tiramisu, préemballé;241;4,25;30,4;9,8
19852;Mousse à la crème de marrons, préemballée;207;2,17;34,4;6,5
23474;Profiteroles (crème pâtissière et sauce chocolat), préemballées;273;5,51;34,3;12,2
23535;Gâteau de semoule, appertisé;150;2,85;27,4;3,03
39210;Mousse au chocolat traditionnelle, préemballée;303;6,52;25,6;18,6
39216;Clafoutis aux fruits, préemballé;192;5,22;27,2;6,51
39220;Liégeois aux fruits, préemballé;147;1,5;16;8,1
39232;Gâteau de riz, appertisé;115;4,29;20;1,9
39233;Fondant au chocolat noir et crème anglaise, préemballé;-;5,05;20;14,3
39234;Gâteau au chocolat, coeur fondant, préemballé (rayon frais);364;6,86;41,9;18,1
39236;Pain perdu;218;6;29;8,45
39400;Lait de poule, sans alcool;87,8;4,55;8,05;4,19
39710;Crème pâtissière;120;3,79;18;3,6
19692;Dessert au soja, aux fruits, sucré, enrichi en calcium, fermenté, préemballé;86,7;2,74;12,9;2,3
19693;Dessert au soja, nature, non sucré, non enrichi, fermenté, préemballé;44,7;3,76;2,05;1,9
19694;Dessert au soja, nature, non sucré, enrichi en calcium, fermenté, préemballé;42;3,59;1,1;2,1
19695;Dessert au soja, aux fruits, sucré, non enrichi, fermenté, préemballé;78;3,31;11;1,7
19696;Dessert au soja, aux amandes, fermenté, préemballé;56;3,65;2,85;2,8
20911;Dessert au soja, aromatisé, sucré, enrichi en calcium, préemballé;95;3,25;15,3;1,9
20921;Dessert au soja, aromatisé, sucré, non enrichi, préemballé;93,1;2,74;16;1,7
20922;Dessert végétal sans soja (amande, avoine, chanvre, coco, riz), aromatisé, sucré, non enrichi, préemballé;148;1,66;15,8;8
20923;Dessert végétal sans soja (coco, riz), aux fruits, sucré, enrichi en calcium, fermenté, préemballé;76,6;< 0,42;16;1
39248;Mousse au chocolat végétale, préemballée;262;6,69;24,3;14
12999;Fromage (aliment moyen);338;21,8;0,56;27,4
12001;Camembert, sans précision;280;19,5;traces;22,5
12003;Fromage à pâte molle et croûte fleurie (type camembert);359;17,5;traces;32,3
12006;Camembert au lait cru;267;20,7;traces;20,3
12008;Fromage à pâte molle et croûte fleurie double crème environ 30% MG;333;17,5;traces;29,4
12009;Fromage rond à pâte molle et croûte fleurie 5 à 11% MG type camembert allégé en matière grasse;173;22,6;traces;9,3
12010;Coulommiers;279;18,8;traces;22,8
12012;Fromage rond à pâte molle et croûte fleurie environ 11% MG type coulommiers allégé en matière grasse;187;22,5;traces;11
12013;Fromage rond à pâte molle et croûte fleurie environ 5% MG type camembert allégé en matière grasse;150;25,7;traces;5,5
12020;Brie, sans précision;297;17,3;traces;25,5
12021;Brie de Meaux;271;21,4;traces;20,7
12022;Brie de Melun;288;22;traces;22,2
12025;Carré de l'Est;327;21,4;traces;27
12028;Chaource;276;17,3;traces;22,9
12029;Maroilles laitier;338;22,3;traces;27,8
12030;Maroilles fermier;349;21,2;traces;29,5
12031;Neufchâtel;287;18,5;traces;23,9
12033;Fromage à pâte molle triple crème environ 40% MG;376;9,89;traces;37,5
12034;Fromage à pâte molle et croûte lavée (aliment moyen);320;20,6;0;26,5
12035;Fromage à pâte molle et croûte lavée, allégé environ 13% MG;198;21,6;traces;12,6
12036;Maroilles, sans précision;325;21,9;traces;26,4
12037;Livarot;301;24,6;traces;22,6
12038;Époisses;290;17,8;traces;24,5
12039;Munster;344;21,2;traces;29
12040;Langres;281;16,7;traces;23,8
12042;Pont l'Évêque;326;22,7;traces;26,2
12045;Reblochon;326;20,4;traces;27,4
12047;Fromage à pâte molle à croûte lavée, au lait pasteurisé (type Vieux Pané);311;20,3;traces;25,7
12049;Saint-Marcellin;280;15,1;traces;24,3
12050;Fromage à pâte molle et croûte mixte (lavée et fleurie) colorée;332;18,2;traces;29
12051;Mont d'or ou Vacherin du Haut-Doubs (produit en France) ou Vacherin-Mont d'Or (produit en Suisse);302;18,9;traces;25,4
12052;Saint-Félicien;281;13,4;traces;25,2
12064;Boulette d'Avesne;355;20,9;traces;30
12801;Fromage de chèvre lactique affiné, au lait cru (type Crottin de Chavignol, Picodon, Rocamadour, Sainte-Maure de Touraine);324;20,7;traces;27
12802;Fromage de chèvre lactique affiné, au lait pasteurisé (type bûchette ou crottin);300;19,8;traces;24,7
12803;Fromage de chèvre lactique affiné (type bûchette, crottin, Sainte-Maure);315;20,4;traces;26,2
12807;Sainte-Maure de Touraine (fromage de chèvre);294;19,6;traces;24,2
12810;Fromage de chèvre demi-sec;353;21,6;traces;29,8
12812;Fromage de chèvre bûche;285;18,8;traces;23,3
12813;Fromage de chèvre bûche, allégé en matière grasse;179;22,6;traces;10
12814;Fromage de chèvre à pâte molle non pressée non cuite croûte naturelle, au lait pasteurisé;279;19,3;traces;22,6
12815;Fromage de chèvre sec;440;30,5;traces;35,6
12820;Fromage de chèvre à pâte molle et croûte fleurie type camembert;292;19,9;traces;23,8
12824;Fromage de brebis à pâte molle et croûte fleurie;276;16,8;traces;23,3
12830;Chabichou (fromage de chèvre);294;20,5;traces;23,8
12831;Pélardon (fromage de chèvre);343;23,8;traces;27,8
12832;Crottin de chèvre, au lait cru;384;23,2;traces;32,6
12833;Crottin de chèvre, sans précision;340;22,4;traces;28
12834;Crottin de Chavignol (fromage de chèvre);296;19,7;traces;24,4
12836;Picodon (fromage de chèvre);315;20,7;traces;26
12839;Pouligny Saint-Pierre (fromage de chèvre);294;18,9;traces;24,5
12842;Sainte-Maure (fromage de chèvre);357;22,1;traces;30
12845;Selles-sur-Cher (fromage de chèvre);291;19,2;traces;23,9
12846;Chevrot (fromage de chèvre);277;18,5;traces;22,8
12847;Rocamadour (fromage de chèvre);274;17,9;traces;22,6
12848;Valençay (fromage de chèvre);306;19,3;traces;25,5
12500;Roquefort;384;19,5;traces;33,9
12519;Fourme de Montbrison;365;22,5;traces;30,8
12520;Fromage bleu au lait de vache;333;19,9;traces;28,3
12521;Fromage bleu d'Auvergne;343;22,4;traces;28,4
12522;Fourme d'Ambert;326;19,9;traces;27,6
12523;Fromage bleu des Causses;350;20,4;traces;30
12524;Gorgonzola;312;19;traces;26,4
12526;Bleu de Gex ou Fromage bleu du Haut-jura ou Bleu de septmoncel (AOC);364;22,5;traces;30,7
12527;Fromage bleu de Bresse;342;17,4;traces;30,5
12528;Fromage bleu de Bresse allegé environ 15% MG;246;27,1;traces;15,5
12100;Fromage à pâte pressée cuite (aliment moyen);390;28;0;30,8
12105;Beaufort;410;26,5;traces;34
12110;Comté;418;27,2;traces;34,6
12112;Abondance;393;27,1;traces;31,6
12113;Gruyère IGP France;396;27,3;traces;32
12114;Gruyère;423;28,4;traces;34,6
12115;Emmental ou emmenthal;373;27,9;traces;28,8
12116;Fromage à pate pressée cuite type emmental ou emmenthal, allégé en matière grasse;282;30,6;traces;18
12118;Emmental ou emmenthal râpé;367;28,1;traces;28,6
12119;Ossau-Iraty;428;24,2;traces;37
12120;Parmesan;406;31,1;traces;31
12121;Fontina;381;25,6;traces;31,1
12122;Pecorino;-;-;traces;28,8
12123;Grana Padano;396;34,1;traces;29,2
12705;Fromage à pâte ferme environ 14% MG type Masdaam à teneur réduite en MG;238;29;traces;13,8
12716;Provolone;340;25,6;traces;26,6
12720;Fromage à pâte ferme, enrobé de cire;303;21,7;traces;23,7
12722;Cantal entre-deux;383;26,6;traces;30,5
12723;Cantal, Salers ou Laguiole;378;25,3;traces;31
12725;Salers;388;25,9;traces;31,4
12726;Cheddar;399;24;traces;33,8
12729;Edam;329;25,5;traces;25,5
12735;Mimolette jeune;331;28,9;traces;24,2
12736;Gouda;374;23,2;traces;31,5
12737;Mimolette demi-vieille;365;31,5;traces;26,9
12738;Mimolette vieille;397;34;traces;28,8
12740;Mimolette, sans précision;308;24,9;traces;23,4
12741;Fromage à pâte ferme environ 27% MG type Maasdam;359;25,5;traces;28,4
12742;Mimolette extra-vieille;387;33,9;traces;28,2
12743;Morbier;355;22,8;traces;29,2
12747;Fromage de brebis des Pyrénées;397;24,1;traces;33,6
12748;Saint-Nectaire, laitier;332;22,8;traces;27
12749;Raclette (fromage);342;23,4;traces;27,5
12751;Saint-Nectaire, fermier;355;22,3;traces;29,8
12752;Saint-Nectaire, sans précision;344;22,5;traces;28,4
12755;Saint-Paulin (fromage à pâte pressée non cuite demi-ferme);327;22,3;traces;26,4
12758;Tomme ou tome de vache;350;21,6;traces;29,4
12759;Tomme ou tome de montagne ou de Savoie;364;25,6;traces;29,1
12760;Tomme ou tome, allégée en matière grasse, environ 13% MG;231;31;traces;12,1
12761;Asiago;356;32,1;traces;25,6
12762;Fromage de brebis Corse à pâte molle;457;28,5;traces;38,4
12763;Tome des Bauges;381;26,6;traces;30,8
12827;Fromage de brebis à pâte pressée;384;23,9;traces;32,3
12828;Fromage de lactosérum de brebis;190;10,1;4,3;14,8
12300;Fromage fondu en tranchettes;246;14,1;5,34;18,5
12305;Fromage fondu en portions ou en cubes environ 8% MG;-;11,5;-;7,48
12310;Fromage fondu en portions ou en cubes environ 20% MG;242;10,7;6,38;19,3
12320;Fromage fondu double crème, environ 31% MG;311;9,06;1,78;29,6
12325;Cancoillotte (spécialité fromagère fondue);151;13,8;0,5;10,5
12355;Spécialité fromagère fondante au fromage blanc et aux noix;-;10,7;4,2;31,6
12356;Snack pour enfants à base de fromage fondu et de gressins;-;10,8;24,1;18,9
12060;Fromage type feta, au lait de vache;270;16,4;1,42;21,7
12061;Fromage 100% brebis (Feta AOP ou type Feta);-;14,8;2,5;22,8
12063;Fromage type feta, au lait de vache, à l'huile et aux aromates;283;17,6;0,16;23,4
12066;Feta AOP;285;15,1;0,65;24,3
12315;Spécialité fromagère non affinée environ 25% MG, type fromage en barquette à tartiner ou coque fromagère;255;5,36;4,24;23,9
12340;Spécialité fromagère non affinée environ 20% MG, type fromage en barquette à tartiner ou coque fromagère;-;7,65;1,4;21,2
12800;Fromage de chèvre frais, au lait pasteurisé (type bûchette fraîche);-;16,1;2,08;20
12804;Fromage de chèvre frais, au lait cru (type palet ou crottin frais);-;13,1;2,03;16,9
12805;Fromage de chèvre frais, au lait pasteurisé ou cru (type crottin frais ou bûchette fraîche);-;14,6;2,05;18,4
12819;Fromage de chèvre à tartiner, nature;-;10,8;2,41;12,2
19530;Spécialité fromagère non affinée à tartiner environ 30-40 % MG aromatisée (ex: ail et fines herbes);366;7,66;4,24;35,3
19584;Mascarpone;-;4,38;4;39
19585;Ricotta;-;8,79;4;11,9
19590;Mozzarella au lait de vache;227;16,5;0,75;17,7
19591;"Mozzarella au lait de bufflonne ou buflesse (""di bufala"")";260;14,5;0,24;22,3
1027;Spécialité végétale type fromage à tartiner, au soja, préemballée;175;11,7;1,05;13,1
1028;Spécialité végétale type fromage, à la noix de cajou, préemballée;441;14,5;15,2;35,3
1029;Spécialité végétale type fromage en tranche ou râpé, sans soja, préemballée;272;< 0,5;21,2;20,1
19402;Crème de lait ou spécialité à base de crème légère, teneur en matière grasse inconnue (aliment moyen);269;2,88;2,87;26
19410;Crème de lait, 30% MG, épaisse, rayon frais;304;3;2,8;30,7
19411;Crème d'Isigny AOP, >= 35% MG;-;2,33;3;40
19415;Crème de lait, 30% MG, semi-épaisse, UHT;297;2,49;1,94;30,7
19420;Crème chantilly, sous pression, UHT;308;2,11;10,6;28,2
19430;Crème de lait, 15 à 20% MG, légère, semi-épaisse, UHT;194;2,62;2,89;18,7
19431;Crème de lait, 15 à 20% MG, légère, épaisse, rayon frais;166;2,81;3;15,3
19433;Spécialité à base de crème légère 8% MG, fluide ou épaisse;76,2;3,25;5,28;4,3
19436;Crème de lait, 15 à 20% MG, légère, fluide, rayon frais;-;2,96;4,3;13,5
18008;Eau de source, embouteillée (aliment moyen);0;0;0;0
18009;Eau minérale, embouteillée, faiblement minéralisée (aliment moyen);0;0;0;0
18044;Eau minérale (aliment moyen);0;0;0;0
18045;Eau minérale, plate (aliment moyen);0;0;0;0
18046;Eau minérale, gazeuse (aliment moyen);0;0;0;0
18066;Eau du robinet;0;0;0;0
18430;Eau embouteillée de source;0;0;0;0
76000;Eau minérale Abatilles, embouteillée, non gazeuse, faiblement minéralisée (Arcachon, 33);0;0;0;0
76001;Eau minérale Aix-les-Bains, embouteillée, non gazeuse, faiblement minéralisée (Aix-les-Bains, 73);0;0;0;0
76002;Eau minérale Aizac, embouteillée, gazeuse, faiblement minéralisée (Aizac, 07);0;0;0;0
76004;Eau minérale Amanda, embouteillée, non gazeuse, fortement minéralisée (St-Amand, 59);0;0;0;0
76006;Eau minérale Arcens, embouteillée, gazeuse, moyennement minéralisée (Arcens, 07);0;0;0;0
76007;Eau minérale Ardesy, embouteillée, gazeuse, fortement minéralisée (Ardes, 63);0;0;0;0
76010;Eau minérale Celtic, embouteillée, gazeuse ou non gazeuse, très faiblement minéralisée (Niederbronn, 67);0;0;0;0
76011;Eau minérale Chambon, embouteillée, non gazeuse, faiblement minéralisée (Chambon, 45);0;0;0;0
76012;Eau minérale Chantemerle, embouteillée, non gazeuse, faiblement minéralisée (Le Pestrin, 07);0;0;0;0
76013;Eau minérale Chateauneuf, embouteillée, gazeuse, fortement minéralisée (Chateauneuf, 63);0;0;0;0
76014;Eau minérale Chateldon, embouteillée, gazeuse, fortement minéralisée (Chateldon, 63);0;0;0;0
76015;Eau minérale Clos de l'Abbaye, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59);0;0;0;0
76016;Eau minérale Contrex, embouteillée, non gazeuse, fortement minéralisée (Contrexéville, 88);0;0;0;0
76017;Eau minérale Dax, embouteillée, non gazeuse, moyennement minéralisée (Dax, 40);0;0;0;0
76018;Eau minérale Didier, embouteillée, gazeuse, fortement minéralisée (Martinique);0;0;0;0
76019;Eau minérale Didier, embouteillée non gazeuse, fortement minéralisée (Martinique);0;0;0;0
76020;Eau minérale Evian, embouteillée, non gazeuse, faiblement minéralisée (Evian, 74);0;0;0;0
76022;Eau minérale Hépar, embouteillée, non gazeuse, fortement minéralisée (Vittel, 88);0;0;0;0
76023;Eau minérale Hydroxydase, embouteillée, gazeuse, fortement minéralisée (Le Breuil sur Couze, 63);0;0;0;0
76024;Eau minérale Vernière, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34);0;0;0;0
76025;Eau minérale Luchon, embouteillée, non gazeuse, faiblement minéralisée (Luchon, 31);0;0;0;0
76027;Eau minérale Mont-Roucous, embouteillée, très faiblement minéralisée (Lacaune, 81);0;0;0;0
76028;Eau de source Ogeu, embouteillée, faiblement minéralisée (Ogeu, 64);0;0;0;0
76029;Eau minérale Orée du bois, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59);0;0;0;0
76030;Eau minérale Orezza, embouteillée, gazeuse, moyennement minéralisée (Rapaggio, 20B);0;0;0;0
76031;Eau minérale Parot, embouteillée, gazeuse, moyennement minéralisée (St-Romain-le-Puy, 42);0;0;0;0
76032;Eau minérale Plancoet, embouteillée, gazeuse ou non gazeuse, faiblement minéralisée (Plancoet, 22);0;0;0;0
76033;Eau minérale Propiac, embouteillée, non gazeuse, fortement minéralisée (Propiac, 26);0;0;0;0
76034;Eau minérale Puits St-Georges, embouteillée, gazeuse, moyennement minéralisée (St-Romain-le-Puy, 42);0;0;0;0
76035;Eau minérale Quézac, embouteillée, gazeuse, moyennement minéralisée (Quézac, 48);0;0;0;0
76036;Eau minérale Reine des basaltes, embouteillée, gazeuse, moyennement minéralisée (Asperjoc, 07);0;0;0;0
76037;Eau minérale Rozana, embouteillée, gazeuse, fortement minéralisée (Beauregard, 63);0;0;0;0
76038;Eau minérale Sail-les-Bains, embouteillée, non gazeuse, faiblement minéralisée (Sail-les-Bains, 42);0;0;0;0
76039;Eau minérale Salvetat, embouteillée, gazeuse, moyennement minéralisée (La Salvetat, 34);0;0;0;0
76043;Eau minérale St-Amand, embouteillée, gazeuse ou non gazeuse, moyennement minéralisée (St-Amand, 59);0;0;0;0
76044;Eau minérale St-Antonin, embouteillée, non gazeuse, fortement minéralisée (St-Antonin-Noble-Val, 82);0;0;0;0
76046;Eau minérale St-Diéry, embouteillée, gazeuse, fortement minéralisée (St-Diéry, 63);0;0;0;0
76047;Eau minérale Ste-Marguerite, embouteillée, gazeuse, moyennement minéralisée (St-Maurice, 63);0;0;0;0
76049;Eau minérale St-Yorre, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03);0;0;0;0
76050;Eau minérale Thonon, embouteillée, non gazeuse, faiblement minéralisée (Thonon, 74);0;0;0;0
76053;Eau minérale Ventadour, embouteillée, gazeuse, faiblement minéralisée (Le Pestrin, 07);0;0;0;0
76054;Eau minérale Vernet, embouteillée, gazeuse, faiblement minéralisée (Prades, 07);0;0;0;0
76055;Eau minérale Vichy Célestins, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03);0;0;0;0
76056;Eau minérale Vittel, embouteillée, non gazeuse, moyennement minéralisée (Vittel, 88);0;0;0;0
76057;Eau minérale Volvic, embouteillée, non gazeuse, faiblement minéralisée (Volvic, 63);0;0;0;0
76058;Eau minérale Volvic active, embouteillée, gazeuse, faiblement minéralisée (Volvic, 63);0;0;0;0
76059;Eau minérale Wattwiller, embouteillée, gazeuse ou non gazeuse, faiblement minéraliséee (Wattwiller, 68);0;0;0;0
76060;Eau minérale Perrier, embouteillée, gazeuse, faiblement minéralisée (Vergèse, 30);0;0;0;0
76061;Eau minérale Badoit, embouteillée, gazeuse, moyennement minéralisée (St-Galmier, 42);0;0;0;0
76062;Eau minérale Avra, embouteillée, non gazeuse, faiblement minéralisée (Grèce);0;0;0;0
76063;Eau minérale Beckerich, embouteillée, non gazeuse, faiblement minéralisée (Luxembourg);0;0;0;0
76065;Eau minérale Chaudfontaine, embouteillée, non gazeuse, faiblement minéralisée (Belgique);0;0;0;0
76066;Eau minérale Christinen Brunnen, embouteillée, non gazeuse, moyennement minéralisée (Allemagne);0;0;0;0
76067;Eau minérale Courmayeur, embouteillée, non gazeuse, fortement minéralisée (Italie);0;0;0;0
76069;Eau minérale Levissima, embouteillée, non gazeuse, faiblement minéralisée (Italie);0;0;0;0
76070;Eau minérale Luso, embouteillée, non gazeuse, très faiblement minéralisée (Portugal);0;0;0;0
76071;Eau minérale Néro, embouteillée, non gazeuse, faiblement minéralisée (Grèce);0;0;0;0
76072;Eau minérale Penacova, embouteillée, non gazeuse, très faiblement minéralisée (Portugal);0;0;0;0
76074;Eau minérale San Bernardo, embouteillée, très faiblement minéralisée (Italie);0;0;0;0
76075;Eau minérale San Pellegrino, embouteillée, gazeuse, moyennement minéralisée (Italie);0;0;0;0
76076;Eau minérale Spa-Reine, embouteillée, gazeuse ou non non gazeuse, moyennement minéralisée (Belgique);0;0;0;0
76078;Eau minérale Valvert, embouteillée, non gazeuse, faiblement minéralisée (Belgique);0;0;0;0
76079;Eau minérale Appollinaris, embouteillée, non gazeuse, fortement minéralisée (Allemagne);0;0;0;0
76080;Eau de source Cristaline, embouteillée, non gazeuse;0;0;0;0
76081;Eau minérale Biovive, embouteillée, non gazeuse, faiblement minéralisée (Dax, 40);0;0;0;0
76082;Eau minérale La Cairolle, embouteillée, non gazeuse, fortement minéralisée (Les Aires, 34);0;0;0;0
76083;Eau minérale Cilaos, embouteillée, gazeuse, fortement minéralisée (Cilaos, 974);0;0;0;0
76085;Eau minérale La Française, embouteillée, non gazeuse, fortement minéralisée (Propiac, 26);0;0;0;0
76086;Eau minérale Montcalm, embouteillée, non gazeuse, très faiblement minéralisée (Auzat, 09);0;0;0;0
76087;Eau minérale Montclar, embouteillée, non gazeuse, faiblement minéralisée (Montclar, 04);0;0;0;0
76088;Eau minérale Nessel, embouteillée, gazeuse, moyennement minéralisée (Soultzmatt, 68);0;0;0;0
76089;Eau minérale Ogeu, embouteillée, gazeuse, faiblement minéralisée (Ogeu-les-Bains, 64);0;0;0;0
76090;Eau minérale Ogeu, embouteillée, non gazeuse, faiblement minéralisée (Ogeu-les-Bains, 64);0;0;0;0
76091;Eau minérale Prince Noir, embouteillée, non gazeuse, fortement minéralisée (St-Antonin-Noble-Val, 82);0;0;0;0
76092;Eau minérale St-Alban, embouteillée, gazeuse, moyennement minéralisée (St-Alban, 42);0;0;0;0
76093;Eau minérale St-Géron, embouteillée, gazeuse, moyennement minéralisée (St-Géron, 43);0;0;0;0
76094;Eau minérale St-Michel-de-Mourcairol, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34);0;0;0;0
